company,company_name,year,world_rank,eu_rank,rnd_22,rnd_euro,rnd_org,profit_22,profit_euro,profit_org,netsales_22,netsales_euro,netsales_org,capex_22,capex_euro,capex_org,mcap_22,mcap_euro,mcap_org,emp,ex_rate_euro,currency,icb3_short,icb3_name,icb4_name,nace_rev2,country,iso2,region
1 800 FLOWERSCOM,"1-800 FLOWERS.COM, INC.",2022,2522.0,,53.029274,53.029274,56.5610236484,39.472171,39.472171,42.1010175886,2070.022452,2070.022452,2207.8859473032,62.261418,62.261418,66.4080284388,303.484687,303.484687,323.6967671542,4700.0,1.0666,USD,Others,General Retailers,General Retailers,4778.0,US,US,US
10X GENOMICS,"10X GENOMICS, INC.",2022,744.0,,246.922101,246.922101,263.3671129266,-157.457408,-157.457408,-167.9440713728,484.163905,484.163905,516.409221073,123.439955,123.439955,131.661056003,2939.791037,2939.791037,3135.5811200642,1243.0,1.0666,USD,Health industries,Pharmaceuticals & Biotechnology,Pharmaceuticals,2120.0,US,US,US
23ANDME,23ANDME HOLDING CO.,2022,814.0,,218.82252,218.82252,233.396099832,-303.779429,-303.779429,-324.0111389714,280.788607,280.788607,299.4891282262,3.795238,3.795238,4.0480008508,820.757334,820.757334,875.4197724444,769.0,1.0666,USD,Health industries,Health Care Equipment & Services,Health Care Providers,8690.0,US,US,US
2SEVENTY,"2SEVENTY BIO, INC.",2022,776.0,,233.203737,233.203737,248.7351058842,-237.669331,-237.669331,-253.4981084446,85.782898,85.782898,91.4960390068,21.415722,21.415722,22.8420090852,523.043685,523.043685,557.878394421,425.0,1.0666,USD,Health industries,Pharmaceuticals & Biotechnology,Biotechnology,7211.0,US,US,US
360 SECURITY TECHNOLOGY,360 SECURITY TECHNOLOGY INC.,2022,481.0,,415.942561,415.942561,3060.5885523502,-109.423844,-109.423844,-805.1625289208,1260.383673,1260.383673,9274.1551426686,60.920533,60.920533,448.2654659206,7019.487643,7019.487643,51650.7939747226,6481.0,7.3582,CNY,ICT services,Software & Computer Services,Computer Services,6201.0,China,CN,China
37,"37 INTERACTIVE ENTERTAINMENT NETWORK TECHNOLOGY GROUP CO.,LTD.",2022,1391.0,,114.334454,114.334454,841.2957794228,430.141762,430.141762,3165.0691131484,2197.502748,2197.502748,16169.6647203336,42.941839,42.941839,315.9746397298,4298.117229,4298.117229,31626.4061944278,3552.0,7.3582,CNY,Automobiles & Parts,Automobiles & Parts,Automobiles & Parts,6209.0,China,CN,China
3D SYSTEMS,3D SYSTEMS CORPORATION,2022,1823.0,,81.634199,81.634199,87.0710366534,-110.771658,-110.771658,-118.1490504228,504.435806,504.435806,538.0312306796,19.601546,19.601546,20.9070089636,1237.34327,1237.34327,1319.750331782,2032.0,1.0666,USD,ICT services,Software & Computer Services,Software,5829.0,US,US,US
3M,3M COMPANY,2022,218.0,,1023.814428,1023.814428,1092.0004689048,3632.103566,3632.103566,3874.0016634956,32091.707011,32091.707011,34229.0146979326,1639.790691,1639.790691,1749.0007510206,66407.536088,66407.536088,70830.2779914608,92000.0,1.0666,USD,Industrials,General Industrials,General Industrials,2391.0,US,US,US
3PEAK,3PEAK INCORPORATED,2022,1778.0,,84.28751,84.28751,620.204356082,25.491915,25.491915,187.574608953,237.601688,237.601688,1748.3207406416,24.744256,24.744256,182.0731844992,2828.365439,2828.365439,20811.6785732498,653.0,7.3582,CNY,ICT producers,Electronic & Electrical Equipment,Electronic Equipment,2611.0,China,CN,China
3SBIO,3SBIO INCORPORATED,2022,1602.0,,95.221288,95.221288,700.6572813616,251.640245,251.640245,1851.619250759,920.573023,920.573023,6773.7604178386,122.068544,122.068544,898.2047604608,1531.597654,1531.597654,11269.8018576628,5213.0,7.3582,CNY,Health industries,Pharmaceuticals & Biotechnology,Pharmaceuticals,2120.0,China,CN,China
3SHAPE,3SHAPE HOLDING A/S,2022,2708.0,396.0,47.231877,47.231877,351.2398533105,146.584193,146.584193,1090.0733512445,414.679379,414.679379,3083.7632019335,4.593934,4.593934,34.162790191,,,,2022.0,7.4365,DKK,Financial,Real Estate Investment & Services,Real Estate Holding & Development,6420.0,Denmark,DK,EU
3U HOLDING,3U HOLDING AG,2022,10517.0,959.0,3.82,3.82,3.82,161.088,161.088,161.088,62.655,62.655,62.655,9.82,9.82,9.82,88.63818,88.63818,88.63818,128.0,1.0,EUR,Financial,Financial Services,Asset Managers,6190.0,Germany,DE,EU
4D MOLECULAR THERAPEUTICS,"4D MOLECULAR THERAPEUTICS, INC.",2022,1961.0,,75.241922,75.241922,80.2530340052,-103.161491,-103.161491,-110.0320463006,2.933622,2.933622,3.1290012252,10.81568,10.81568,11.536004288,238.632668,238.632668,254.5256036888,140.0,1.0666,USD,Health industries,Pharmaceuticals & Biotechnology,Biotechnology,7211.0,US,US,US
888 HOLDINGS,888 HOLDINGS PLC,2022,1998.0,,73.657122,73.657122,65.32871121546,58.691193,58.691193,52.05497980749,1161.448089,1161.448089,1030.12315357677,8.344275,8.344275,7.40078782575,623.170089,623.170089,552.70824703677,12019.0,0.88693,GBP,Others,Travel & Leisure,Travel & Leisure,9200.0,UK,GI,ROW
89BIO,"89BIO, INC.",2022,1948.0,,75.751016,75.751016,80.7960336656,-95.86447,-95.86447,-102.249043702,0.0,0.0,0.0,0.006562,0.006562,0.0069990292,85.099579,85.099579,90.7672109614,45.0,1.0666,USD,Health industries,Pharmaceuticals & Biotechnology,Biotechnology,7211.0,US,US,US
8X8,"8X8, INC.",2022,1140.0,,146.555472,146.555472,156.3160664352,-62.152661,-62.152661,-66.2920282226,697.485767,697.485767,743.9383190822,2.804238,2.804238,2.9910002508,585.98933,585.98933,625.016219378,1921.0,1.0666,USD,ICT services,Mobile Telecommunications,Mobile Telecommunications,6190.0,US,US,US
A.S.CREATION TAPETEN,A.S.CREATION TAPETEN AG,2022,13470.0,1065.0,2.08,2.08,2.08,-8.264,-8.264,-8.264,133.993,133.993,133.993,2.907,2.907,2.907,35.051999,35.051999,35.051999,754.0,1.0,EUR,Others,Forestry & Paper,Forestry & Paper,1724.0,Germany,DE,EU
A10 NETWORKS,"A10 NETWORKS, INC.",2022,2471.0,,54.75157,54.75157,58.398024562,49.764694,49.764694,53.0790226204,262.833414,262.833414,280.3381193724,10.124699,10.124699,10.7990039534,992.679194,992.679194,1058.7916283204,575.0,1.0666,USD,ICT services,Software & Computer Services,Software,5829.0,US,US,US
A3P,A3P BIOMEDICAL AB (PUBL),2022,13438.0,1064.0,2.088429,2.088429,23.2270896522,-6.048236,-6.048236,-67.2672711448,1.797288,1.797288,19.9890776784,,,,,,,31.0,11.1218,SEK,Health industries,Pharmaceuticals & Biotechnology,Biotechnology,7010.0,Sweden,SE,EU
AAC TECHNOLOGIES HOLDINGS,AAC TECHNOLOGIES HOLDINGS INCORPORATED,2022,991.0,,174.106826,174.106826,1281.1128470732,165.200284,165.200284,1215.5767297288,2767.998945,2767.998945,20367.489837099,83.862008,83.862008,617.0734272656,2121.547825,2121.547825,15610.773205915,27798.0,7.3582,CNY,ICT producers,Electronic & Electrical Equipment,Electronic Equipment,2611.0,China,CN,China
AAREAL BANK,AAREAL BANK AG,2022,1901.0,293.0,78.0,78.0,78.0,239.0,239.0,239.0,1014.0,1014.0,1014.0,28.0,28.0,28.0,1958.528344,1958.528344,1958.528344,3316.0,1.0,EUR,Financial,Banks,Banks,6419.0,Germany,DE,EU
AB SCIENCE,AB SCIENCE,2022,5780.0,681.0,13.345,13.345,13.345,-15.937,-15.937,-15.937,0.958,0.958,0.958,0.116,0.116,0.116,424.077995,424.077995,424.077995,103.0,1.0,EUR,Health industries,Pharmaceuticals & Biotechnology,Biotechnology,2120.0,France,FR,EU
ABB,ABB LTD,2022,207.0,,1091.318676,1091.318676,1164.0004998216,2965.499117,2965.499117,3163.0013581922,27607.362314,27607.362314,29446.0126441124,714.419958,714.419958,762.0003272028,53810.426593,53810.426593,57394.2010040938,105100.0,1.0666,USD,Industrials,Industrial Engineering,Industrial Machinery,2712.0,Switzerland,CH,ROW
ABBISKO,ABBISKO CAYMAN LIMITED,2022,2598.0,,50.829762,50.829762,374.0155547484,-65.349714,-65.349714,-480.8562655548,0.0,0.0,0.0,2.632841,2.632841,19.3729706462,337.066869,337.066869,2480.2054354758,200.0,7.3582,CNY,Health industries,Pharmaceuticals & Biotechnology,Biotechnology,2120.0,Cayman Islands,KY,China
ABBOTT LABORATORIES,ABBOTT LABORATORIES,2022,80.0,,2569.849219,2569.849219,2741.0011769854,8017.067009,8017.067009,8551.0036717994,40927.263027,40927.263027,43653.0187445982,1666.042343,1666.042343,1777.0007630438,168538.14596,168538.14596,179762.786480936,115000.0,1.0666,USD,Health industries,Pharmaceuticals & Biotechnology,Pharmaceuticals,2120.0,US,US,US
ABBVIE,ABBVIE INC.,2022,35.0,,6081.945233,6081.945233,6487.0027855178,17491.100704,17491.100704,18656.0080108864,54429.050186,54429.050186,58054.0249283876,651.603505,651.603505,695.000298433,222893.651483,222893.651483,237738.368671768,50000.0,1.0666,USD,Health industries,Pharmaceuticals & Biotechnology,Pharmaceuticals,2120.0,US,US,US
ABCAM,ABCAM PLC,2022,2373.0,,58.382604,58.382604,51.78128296572,-10.748735,-10.748735,-9.53337553355,409.243952,409.243952,362.97073834736,19.008289,19.008289,16.85902176277,,,,1587.0,0.88693,GBP,Health industries,Pharmaceuticals & Biotechnology,Biotechnology,2120.0,UK,GB,ROW
ABCELLERA,ABCELLERA BIOLOGICS INC,2022,1540.0,,100.299124,100.299124,106.9790456584,265.279506,265.279506,282.9471210996,455.11364,455.11364,485.424208424,66.247918,66.247918,70.6600293388,2855.130415,2855.130415,3045.282100639,,1.0666,USD,Health industries,Pharmaceuticals & Biotechnology,Biotechnology,7211.0,Canada,CA,ROW
ABIVAX,ABIVAX,2022,2849.0,403.0,44.249,44.249,44.249,-64.836,-64.836,-64.836,4.583,4.583,4.583,0.288,0.288,0.288,133.929817,133.929817,133.929817,24.0,1.0,EUR,Health industries,Pharmaceuticals & Biotechnology,Biotechnology,2120.0,France,FR,EU
ABSCI,ABSCI CORP,2022,2456.0,,55.229725,55.229725,58.908024685,-100.084423,-100.084423,-106.7500455718,5.388151,5.388151,5.7470018566,15.165016,15.165016,16.1750060656,293.346025,293.346025,312.882870265,193.0,1.0666,USD,Health industries,Pharmaceuticals & Biotechnology,Biotechnology,7211.0,US,US,US
ABSOLENT,ABSOLENT AIR CARE GROUP AB,2022,9649.0,911.0,4.680736,4.680736,52.0582096448,17.923252,17.923252,199.3388240936,120.423547,120.423547,1339.3266050246,0.68883,0.68883,7.661029494,401.057389,401.057389,4460.4800689802,457.0,11.1218,SEK,Construction & Materials,Construction & Materials,Building Materials & Fixtures,2825.0,Sweden,SE,EU
AC IMMUNE,AC IMMUNE SA,2022,2293.0,,61.271118,61.271118,60.3336698946,-71.945022,-71.945022,-70.8442631634,3.995986,3.995986,3.9348474142,1.258202,1.258202,1.2389515094,236.572317,236.572317,232.9527605499,156.0,0.9847,CHF,Health industries,Pharmaceuticals & Biotechnology,Pharmaceuticals,7211.0,Switzerland,CH,ROW
ACADIA PHARMACEUTICALS,ACADIA PHARMACEUTICALS INC.,2022,563.0,,338.997895,338.997895,361.575154807,-209.634442,-209.634442,-223.5960958372,484.938329,484.938329,517.2352217114,0.0,0.0,0.0,2493.047741,2493.047741,2659.0847205506,511.0,1.0666,USD,Health industries,Pharmaceuticals & Biotechnology,Biotechnology,2120.0,US,US,US
ACARIX,ACARIX AB,2022,12513.0,1036.0,2.495829,2.495829,27.7581109722,-6.876163,-6.876163,-76.4753096534,0.523478,0.523478,5.8220176204,0.013577,0.013577,0.1510006786,18.351196,18.351196,204.0983316728,20.0,11.1218,SEK,Others,General Retailers,Specialty Retailers,4690.0,Sweden,SE,EU
ACAST,ACAST AB,2022,4833.0,599.0,18.328404,18.328404,203.8448436072,-31.7075,-31.7075,-352.6444735,125.013201,125.013201,1390.3718188818,0.004945,0.004945,0.054997301,191.296297,191.296297,2127.5591559746,406.0,11.1218,SEK,Others,Media,Media,8299.0,Sweden,SE,EU
ACBEL POLYTECH,ACBEL POLYTECH INC.,2022,2588.0,,51.110521,51.110521,1672.33624712,16.034799,16.034799,524.65862328,773.091312,773.091312,25295.54772864,51.332698,51.332698,1679.60587856,477.9272,477.9272,15637.777984,,32.72,TWD,ICT producers,Electronic & Electrical Equipment,Electrical Components & Equipment,2711.0,Taiwan,TW,ROW
ACCEDO BROADBAND,ACCEDO BROADBAND INVEST AB,2022,6373.0,717.0,11.224399,11.224399,124.8355207982,5.069074,5.069074,56.3772272132,52.232591,52.232591,580.9204305838,,,,,,,514.0,11.1218,SEK,Others,Support Services,Business Support Services,7010.0,Sweden,SE,EU
ACCELINK TECHNOLOGIES,ACCELINK TECHNOLOGIES COMPANY LIMITED,2022,2024.0,,72.815887,72.815887,535.7938597234,96.544285,96.544285,710.392157887,923.337923,923.337923,6794.1051050186,57.456154,57.456154,422.7738723628,1590.869172,1590.869172,11705.9335414104,4279.0,7.3582,CNY,ICT producers,Electronic & Electrical Equipment,Electrical Components & Equipment,2434.0,China,CN,China
ACCELL,ACCELL GROUP NV,2022,9603.0,908.0,4.731,4.731,4.731,112.642,112.642,112.642,1377.112,1377.112,1377.112,11.187,11.187,11.187,,,,3763.0,1.0,EUR,Others,Travel & Leisure,Leisure Goods,3091.0,Netherlands,NL,EU
ACCENTURE,ACCENTURE PUBLIC LIMITED COMPANY,2022,213.0,44.0,1053.156274,1053.156274,1123.2964818484,8782.284851,8782.284851,9367.1850220766,57748.295001,57748.295001,61594.3314480666,673.165486,673.165486,717.9983073676,179628.568092,179628.568092,191591.830726927,721000.0,1.0666,USD,Others,Support Services,Support Services,7490.0,Ireland,IE,EU
ACCIONA,ACCIONA SA,2022,703.0,134.0,262.8,262.8,262.8,1430.0,1430.0,1430.0,11195.0,11195.0,11195.0,2195.0,2195.0,2195.0,10702.533335,10702.533335,10702.533335,45892.0,1.0,EUR,Construction & Materials,Construction & Materials,Construction & Materials,4120.0,Spain,ES,EU
ACCONEER,ACCONEER AB,2022,8702.0,859.0,5.976036,5.976036,66.4642771848,-4.44669,-4.44669,-49.455196842,4.210217,4.210217,46.8251914306,0.129565,0.129565,1.440996017,110.685025,110.685025,1231.016711045,49.0,11.1218,SEK,ICT producers,Technology Hardware & Equipment,Computer Hardware,2620.0,Sweden,SE,EU
ACCTON TECHNOLOGY,ACCTON TECHNOLOGY CORPORATION,2022,1661.0,,90.767819,90.767819,2969.92303768,296.712112,296.712112,9708.42030464,2357.185478,2357.185478,77127.10884016,29.051597,29.051597,950.56825384,4847.58451,4847.58451,158612.9651672,,32.72,TWD,ICT producers,Technology Hardware & Equipment,Computer Hardware,2620.0,Taiwan,TW,ROW
ACCURAY,ACCURAY INCORPORATED,2022,2507.0,,53.561808,53.561808,57.1290244128,2.233265,2.233265,2.382000449,419.656096,419.656096,447.6051919936,,,,208.633898,208.633898,222.5289156068,,1.0666,USD,Health industries,Health Care Equipment & Services,Health Care Equipment & Services,3250.0,US,US,US
ACELYRIN,"ACELYRIN, INC.",2022,2547.0,,52.158282,52.158282,55.6320235812,-64.859394,-64.859394,-69.1790296404,0.0,0.0,0.0,,,,,,,51.0,1.0666,USD,Health industries,Pharmaceuticals & Biotechnology,Biotechnology,2120.0,US,US,US
ACER,ACER INCORPORATED,2022,1974.0,,74.766666,74.766666,2446.36531152,207.296896,207.296896,6782.75443712,8409.079393,8409.079393,275145.07773896,14.515524,14.515524,474.94794528,2047.21717,2047.21717,66984.9458024,,32.72,TWD,ICT producers,Technology Hardware & Equipment,Computer Hardware,2620.0,Taiwan,TW,ROW
ACERINOX,ACERINOX SA,2022,4883.0,604.0,17.97,17.97,17.97,877.756,877.756,877.756,8688.494,8688.494,8688.494,134.044,134.044,134.044,2440.867838,2440.867838,2440.867838,8144.0,1.0,EUR,Industrials,Industrial Metals & Mining,Iron & Steel,2410.0,Spain,ES,EU
ACESION,ACESION PHARMA APS,2022,8132.0,820.0,6.874025,6.874025,51.1186869125,-7.615767,-7.615767,-56.6346512955,0.0,0.0,0.0,0.0,0.0,0.0,,,,7.0,7.4365,DKK,Others,Support Services,Business Support Services,7219.0,Denmark,DK,EU
ACI WORLDWIDE,"ACI WORLDWIDE, INC.",2022,1215.0,,137.175194,137.175194,146.3110619204,193.920015,193.920015,206.835087999,1333.116079,1333.116079,1421.9016098614,12.284835,12.284835,13.103005011,2534.147111,2534.147111,2702.9213085926,3349.0,1.0666,USD,ICT services,Software & Computer Services,Software,5829.0,US,US,US
ACLARIS THERAPEUTICS,"ACLARIS THERAPEUTICS, INC.",2022,2099.0,,68.833706,68.833706,73.4180308196,-79.836899,-79.836899,-85.1540364734,27.894255,27.894255,29.752012383,0.567223,0.567223,0.6050000518,994.513395,994.513395,1060.747987107,105.0,1.0666,USD,Health industries,Pharmaceuticals & Biotechnology,Biotechnology,7211.0,US,US,US
ACM,"ACM RESEARCH, INC.",2022,2379.0,,58.24679,58.24679,62.126026214,55.348795,55.348795,59.035024747,364.552941,364.552941,388.8321668706,85.405999,85.405999,91.0940385334,857.97959,857.97959,915.121030694,1209.0,1.0666,USD,ICT producers,Technology Hardware & Equipment,Semiconductors,2899.0,US,US,US
ACS,"ACS ACTIVIDADES DE CONSTRUCCION Y SERVICIOS, S.A.",2022,3837.0,498.0,27.5,27.5,27.5,263.292,263.292,263.292,33615.234,33615.234,33615.234,285.175,285.175,285.175,6411.240368,6411.240368,6411.240368,126786.0,1.0,EUR,Construction & Materials,Construction & Materials,Construction & Materials,4120.0,Spain,ES,EU
ACTIA,ACTIA GROUP,2022,3114.0,427.0,38.775,38.775,38.775,25.562,25.562,25.562,512.866,512.866,512.866,24.597,24.597,24.597,89.645738,89.645738,89.645738,3729.0,1.0,EUR,ICT producers,Electronic & Electrical Equipment,Electronic Equipment,2611.0,France,FR,EU
ACTICOR,ACTICOR BIOTECH SAS,2022,6434.0,721.0,11.013,11.013,11.013,-15.121,-15.121,-15.121,2.696,2.696,2.696,0.006,0.006,0.006,69.097172,69.097172,69.097172,29.0,1.0,EUR,Health industries,Pharmaceuticals & Biotechnology,Pharmaceuticals,2120.0,France,FR,EU
ACTIVE BIOTECH,ACTIVE BIOTECH AB,2022,12569.0,1039.0,2.46382,2.46382,27.402113276,-5.204754,-5.204754,-57.8862330372,0.0,0.0,0.0,,,,20.696209,20.696209,230.1790972562,9.0,11.1218,SEK,Health industries,Pharmaceuticals & Biotechnology,Biotechnology,4645.0,Sweden,SE,EU
ACTIVISION BLIZZARD,"ACTIVISION BLIZZARD, INC.",2022,135.0,,1698.856908,1698.856908,1812.0007780728,1562.910853,1562.910853,1667.0007158098,7057.944152,7057.944152,7528.0032325232,85.317869,85.317869,91.0000390754,57569.162855,57569.162855,61403.269101143,13000.0,1.0666,USD,ICT services,Software & Computer Services,Software,5829.0,US,US,US
ACUITY BRANDS,"ACUITY BRANDS, INC.",2022,1689.0,,89.16186,89.16186,95.100039876,477.873822,477.873822,509.7002185452,3755.955109,3755.955109,4006.1017192594,52.972083,52.972083,56.5000237278,5027.804503,5027.804503,5362.6562828998,13200.0,1.0666,USD,Others,Household Goods & Home Construction,Household Goods & Home Construction,2740.0,US,US,US
ACUSHNET HOLDINGS,ACUSHNET HOLDINGS CORP.,2022,2340.0,,59.622189,59.622189,63.5930267874,275.11075,275.11075,293.43312595,2128.573949,2128.573949,2270.3369740034,57.53237,57.53237,61.364025842,3179.180651,3179.180651,3390.9140823566,7300.0,1.0666,USD,Others,Leisure Goods,Recreational Products,3230.0,US,US,US
ADAGENE,ADAGENE INC,2022,2135.0,,67.54814,67.54814,72.046846124,-78.680888,-78.680888,-83.9210351408,8.712735,8.712735,9.293003151,0.647853,0.647853,0.6910000098,59.946918,59.946918,63.9393827388,248.0,1.0666,USD,Health industries,Pharmaceuticals & Biotechnology,Pharmaceuticals,2120.0,China,CN,China
ADAMA,ADAMA LTD,2022,2147.0,,66.996951,66.996951,492.9769648482,367.263172,367.263172,2702.3958722104,4991.764753,4991.764753,36730.4034055246,357.957503,357.957503,2633.9228985746,82.165519,82.165519,604.5903219058,9208.0,7.3582,CNY,Chemicals,Chemicals,Specialty Chemicals,2020.0,China,CN,China
ADAPTIMMUNE THERAPEUTICS,ADAPTIMMUNE THERAPEUTICS PLC,2022,1647.0,,91.412002,91.412002,97.5000413332,-156.01263,-156.01263,-166.403071158,25.452851,25.452851,27.1480108766,27.65424,27.65424,29.496012384,303.275536,303.275536,323.4736866976,534.0,1.0666,USD,Health industries,Pharmaceuticals & Biotechnology,Biotechnology,7211.0,UK,GB,ROW
ADAPTIVE BIOTECHNOLOGIES,ADAPTIVE BIOTECHNOLOGIES CORPORATION,2022,2510.0,,53.468989,53.468989,57.0300236674,-186.186091,-186.186091,-198.5860846606,173.737183,173.737183,185.3080793878,15.328152,15.328152,16.3490069232,1194.850563,1194.850563,1274.4276104958,790.0,1.0666,USD,Health industries,Pharmaceuticals & Biotechnology,Biotechnology,7211.0,US,US,US
ADC THERAPEUTICS  ADC THERAPEUTICS,ADC THERAPEUTICS SA,2022,981.0,,176.16546,176.16546,187.898079636,-115.907606,-115.907606,-123.6270525596,196.801134,196.801134,209.9080895244,0.540971,0.540971,0.5769996686,491.785218,491.785218,524.5381135188,30.0,1.0666,USD,Health industries,Pharmaceuticals & Biotechnology,Biotechnology,7211.0,Switzerland,CH,ROW
ADCAPITAL,ADCAPITAL AG,2022,13986.0,1078.0,1.9,1.9,1.9,-9.093,-9.093,-9.093,155.48,155.48,155.48,3.466,3.466,3.466,23.660001,23.660001,23.660001,1337.0,1.0,EUR,ICT producers,Electronic & Electrical Equipment,Electronic Equipment,2611.0,Germany,DE,EU
ADDLIFE,ADDLIFE AB,2022,6335.0,712.0,11.329148,11.329148,126.0005182264,72.920156,72.920156,811.0033910008,816.777685,816.777685,9084.038057033,19.151656,19.151656,213.0008877008,1468.468768,1468.468768,16332.0159439424,2219.0,11.1218,SEK,Health industries,Health Care Equipment & Services,Health Care Providers,8690.0,Sweden,SE,EU
ADDNODE,ADDNODE GROUP AB,2022,5971.0,689.0,12.587943,12.587943,140.0005844574,45.226681,45.226681,503.0021007458,559.713902,559.713902,6225.0260752636,1.258794,1.258794,14.0000551092,1147.087136,1147.087136,12757.6737091648,2370.0,11.1218,SEK,ICT services,Software & Computer Services,Computer Services,6209.0,Sweden,SE,EU
ADDSINO,"ADDSINO CO.,LTD.",2022,2450.0,,55.40013,55.40013,407.645236566,16.79688,16.79688,123.594802416,456.234112,456.234112,3357.0618429184,17.972654,17.972654,132.2463826628,2239.381777,2239.381777,16477.8189915214,3167.0,7.3582,CNY,ICT producers,Electronic & Electrical Equipment,Electronic Equipment,2611.0,China,CN,China
ADEIA,ADEIA INC,2022,913.0,,190.593556,190.593556,203.2870868296,151.553599,151.553599,161.6470686934,411.525584,411.525584,438.9331878944,11.790741,11.790741,12.5760043506,1554.231726,1554.231726,1657.7435589516,120.0,1.0666,USD,ICT producers,Electronic & Electrical Equipment,Electronic Equipment,2611.0,US,US,US
ADEKA,ADEKA CORPORATION,2022,1464.0,,106.308518,106.308518,14953.35614188,202.290811,202.290811,28454.22547526,2850.794268,2850.794268,400992.72173688,102.39996,102.39996,14403.5783736,1734.548862,1734.548862,243981.64292892,5494.0,140.66,JPY,Chemicals,Chemicals,Chemicals,2059.0,Japan,JP,Japan
ADFORM,ADFORM A/S,2022,4994.0,614.0,17.255,17.255,17.255,7.639999,7.639999,7.639999,92.054999,92.054999,92.054999,2.609,2.609,2.609,,,,648.0,1.0,EUR,ICT services,Software & Computer Services,Computer Services,6201.0,Denmark,DK,EU
ADICET BIO,ADICET BIO INC,2022,2272.0,,62.109533,62.109533,66.2460278978,-68.020843,-68.020843,-72.5510311438,23.429599,23.429599,24.9900102934,15.734115,15.734115,16.782007059,531.44232,531.44232,566.836378512,132.0,1.0666,USD,Health industries,Pharmaceuticals & Biotechnology,Pharmaceuticals,7211.0,US,US,US
ADIDAS,ADIDAS AG,2022,1101.0,194.0,153.0,153.0,153.0,729.0,729.0,729.0,22511.0,22511.0,22511.0,504.0,504.0,504.0,28430.8,28430.8,28430.8,59258.0,1.0,EUR,Others,Personal Goods,Personal Goods,1520.0,Germany,DE,EU
ADIENT,ADIENT PLC,2022,1350.0,222.0,120.007552,120.007552,128.0000549632,266.266756,266.266756,284.0001219496,13239.270639,13239.270639,14121.0060635574,212.825893,212.825893,227.0000974738,2951.260987,2951.260987,3147.8149687342,75000.0,1.0666,USD,Automobiles & Parts,Automobiles & Parts,Automobiles & Parts,1392.0,Ireland,IE,EU
ADOBE,ADOBE INC,2022,69.0,,2800.488733,2800.488733,2987.0012826178,5940.373824,5940.373824,6336.0027206784,16506.663754,16506.663754,17606.0075600164,414.401078,414.401078,442.0001897948,163857.112496,163857.112496,174769.996188234,29239.0,1.0666,USD,ICT services,Software & Computer Services,Software,5829.0,US,US,US
ADOCIA,ADOCIA,2022,5706.0,679.0,13.625,13.625,13.625,-1.676,-1.676,-1.676,11.447,11.447,11.447,0.153,0.153,0.153,42.437252,42.437252,42.437252,104.0,1.0,EUR,Health industries,Pharmaceuticals & Biotechnology,Biotechnology,2120.0,France,FR,EU
ADS-TEC ENERGY,ADS-TEC ENERGY PLC,2022,7077.0,757.0,9.107,9.107,9.107,-0.03642,-0.03642,-0.03642,26.43,26.43,26.43,0.00348,0.00348,0.00348,368.827908,368.827908,368.827908,189.0,1.0,EUR,ICT producers,Electronic & Electrical Equipment,Electronic Equipment,6201.0,Ireland,IE,EU
ADTRAN,"ADTRAN HOLDINGS, INC.",2022,1055.0,,161.49735,161.49735,172.25307351,-66.752325,-66.752325,-71.198029845,961.500506,961.500506,1025.5364396996,16.006007,16.006007,17.0720070662,1686.897286,1686.897286,1799.2446452476,3307.0,1.0666,USD,ICT producers,Technology Hardware & Equipment,Telecommunications Equipment,2630.0,US,US,US
ADVANCED ENERGY INDUSTRIES,ADVANCED ENERGY INDUSTRIES INC,2022,965.0,,179.09252,179.09252,191.020081832,224.928842,224.928842,239.9091028772,1730.192004,1730.192004,1845.4227914664,55.208161,55.208161,58.8850245226,3145.006581,3145.006581,3354.4640192946,12000.0,1.0666,USD,ICT producers,Electronic & Electrical Equipment,Electrical Components & Equipment,2611.0,US,US,US
ADVANCED METALLURGICAL,AMG ADVANCED METALLURGICAL GROUP N.V.,2022,10355.0,952.0,3.960249,3.960249,4.2240015834,287.885928,287.885928,307.0591308048,1540.197548,1540.197548,1642.7747046968,151.037942,151.037942,161.0970689372,829.50628,829.50628,884.751398248,3423.0,1.0666,USD,Industrials,Industrial Metals & Mining,Industrial Metals & Mining,1910.0,Netherlands,NL,EU
ADVANCED MICRO DEVICES,ADVANCED MICRO DEVICES INC,2022,44.0,,4692.482795,4692.482795,5005.002149147,1089.443558,1089.443558,1162.0004989628,22127.329959,22127.329959,23601.0101342694,421.90155,421.90155,450.00019323,128452.538953,128452.538953,137007.47804727,25000.0,1.0666,USD,ICT producers,Technology Hardware & Equipment,Semiconductors,2611.0,US,US,US
ADVANCED MICRO-FABRICATION,ADVANCED MICRO-FABRICATION EQUIPMENT INC. CHINA,2022,1561.0,,98.465275,98.465275,724.527186505,134.636344,134.636344,990.6811464208,634.085404,634.085404,4665.7272197128,201.994845,201.994845,1486.318468479,10051.402473,10051.402473,73960.2296768286,1379.0,7.3582,CNY,ICT producers,Electronic & Electrical Equipment,Electronic Equipment,2611.0,China,CN,China
